,level_0,index,id,time,SAT_M,SAT_V,choice,outcome,tuition,quality,hs_GPA,univ_type,type,A_N,A_S,augmented,choicecat,unskilled,hp,skilled1,skilled2,skilled3,tmajor,terminalGPA,state,skilledsector,tdropout,cumulativeGPA,tGPA,univ_type_num,numeric_state,dSTEM,col_type,numeric_choice,ed_emax_mapping,skilled_emax_mapping_abridged,unskilled_emax_mapping,lastchoiceraw,lastchoice,prior_skilled
652,652,652,49,15,350,450,skilled2,4.756281507835292,-6.7340607507317,1,360,priv_nonrel,lwage,0,0,0,skilled2,0,1,0,6,3,nonSTEM,326.35005519503875,skilled,1,-1,326.35005519503875,320,1,7,0,2,5,117,19,0,5.0,5,1
653,653,653,50,1,540,550,nonSTEM,355.95604630652,-0.411159821598594,0,280,public,grade,0,0,0,nonSTEM,0,0,0,0,0,nonSTEM,283.98901157663,t1,,-1,355.95604630652,280,0,6,0,1,1,152,-1,0,,-1,-1
654,654,654,50,2,540,550,nonSTEM,265.0,-0.411159821598594,0,280,public,grade,0,0,0,nonSTEM,0,0,0,0,0,nonSTEM,283.98901157663,t1nonSTEM,,-1,310.47802315326,280,0,1,0,1,1,152,-1,0,1.0,1,-1
655,655,655,50,3,540,550,nonSTEM,250.0,-0.411159821598594,0,280,public,grade,0,0,0,nonSTEM,0,0,0,0,0,nonSTEM,283.98901157663,STEMReqNotMet,,-1,290.31868210217334,280,0,3,0,1,1,152,-1,0,1.0,1,-1
656,656,656,50,4,540,550,nonSTEM,265.0,-0.411159821598594,0,280,public,grade,0,0,0,nonSTEM,0,0,0,0,0,nonSTEM,283.98901157663,t3nonSTEM,,-1,283.98901157663,280,0,5,0,1,1,152,-1,0,1.0,1,-1
657,657,657,50,5,540,550,skilled3,2.884521266402567,-0.411159821598594,0,280,public,lwage,0,0,0,skilled3,0,0,0,0,0,nonSTEM,283.98901157663,skilled,2,-1,283.98901157663,280,0,7,0,2,6,152,29,0,1.0,1,-1
658,658,658,50,6,540,550,skilled3,3.651956606086401,-0.411159821598594,0,280,public,lwage,0,0,0,skilled3,0,0,0,0,1,nonSTEM,283.98901157663,skilled,2,-1,283.98901157663,280,0,7,0,2,6,152,29,0,6.0,6,2
659,659,659,50,7,540,550,skilled3,3.120910614371572,-0.411159821598594,0,280,public,lwage,0,0,0,skilled3,0,0,0,0,2,nonSTEM,283.98901157663,skilled,2,-1,283.98901157663,280,0,7,0,2,6,152,29,0,6.0,6,2
660,660,660,50,8,540,550,skilled3,3.125456272384329,-0.411159821598594,0,280,public,lwage,0,0,0,skilled3,0,0,0,0,3,nonSTEM,283.98901157663,skilled,2,-1,283.98901157663,280,0,7,0,2,6,152,29,0,6.0,6,2
661,661,661,50,9,540,550,skilled3,3.2637488110894646,-0.411159821598594,0,280,public,lwage,0,0,0,skilled3,0,0,0,0,4,nonSTEM,283.98901157663,skilled,2,-1,283.98901157663,280,0,7,0,2,6,152,29,0,6.0,6,2
662,662,662,50,10,540,550,skilled3,3.9135303442250846,-0.411159821598594,0,280,public,lwage,0,0,0,skilled3,0,0,0,0,5,nonSTEM,283.98901157663,skilled,2,-1,283.98901157663,280,0,7,0,2,6,152,29,0,6.0,6,2
663,663,663,50,11,540,550,skilled3,3.5395317423734394,-0.411159821598594,0,280,public,lwage,0,0,0,skilled3,0,0,0,0,6,nonSTEM,283.98901157663,skilled,2,-1,283.98901157663,280,0,7,0,2,6,152,29,0,6.0,6,2
664,664,664,50,12,540,550,skilled3,3.0121524318488633,-0.411159821598594,0,280,public,lwage,0,0,0,skilled3,0,0,0,0,7,nonSTEM,283.98901157663,skilled,2,-1,283.98901157663,280,0,7,0,2,6,152,29,0,6.0,6,2
665,665,665,50,13,540,550,skilled3,3.5849439466208497,-0.411159821598594,0,280,public,lwage,0,0,0,skilled3,0,0,0,0,8,nonSTEM,283.98901157663,skilled,2,-1,283.98901157663,280,0,7,0,2,6,152,29,0,6.0,6,2
666,666,666,50,14,540,550,skilled3,3.788411350687765,-0.411159821598594,0,280,public,lwage,0,0,0,skilled3,0,0,0,0,9,nonSTEM,283.98901157663,skilled,2,-1,283.98901157663,280,0,7,0,2,6,152,29,0,6.0,6,2
667,667,667,50,15,540,550,skilled3,3.8763920325431127,-0.411159821598594,0,280,public,lwage,0,0,0,skilled3,0,0,0,0,10,nonSTEM,283.98901157663,skilled,2,-1,283.98901157663,280,0,7,0,2,6,152,29,0,6.0,6,2
668,668,668,51,1,350,250,nonSTEM,263.920709725476,4.37535878142825,1,270,public,grade,0,0,0,nonSTEM,0,0,0,0,0,nonSTEM,270.980177431369,t1,,-1,263.920709725476,280,0,6,0,1,1,242,-1,0,,-1,-1
669,669,669,51,2,350,250,nonSTEM,245.0,4.37535878142825,1,270,public,grade,0,0,0,nonSTEM,0,0,0,0,0,nonSTEM,270.980177431369,t1nonSTEM,,-1,254.460354862738,280,0,1,0,1,1,242,-1,0,1.0,1,-1
670,670,670,51,3,350,250,nonSTEM,220.0,4.37535878142825,1,270,public,grade,0,0,0,nonSTEM,0,0,0,0,0,nonSTEM,270.980177431369,STEMReqNotMet,,-1,242.97356990849198,280,0,3,0,1,1,242,-1,0,1.0,1,-1
671,671,671,51,4,350,250,nonSTEM,355.0,4.37535878142825,1,270,public,grade,0,0,0,nonSTEM,0,0,0,0,0,nonSTEM,270.980177431369,t3nonSTEM,,-1,270.980177431369,280,0,5,0,1,1,242,-1,0,1.0,1,-1
672,672,672,51,5,350,250,hp,0.0,4.37535878142825,1,270,public,hp,0,0,0,hp,0,0,0,0,0,nonSTEM,270.980177431369,skilled,,-1,270.980177431369,280,0,7,0,0,2,242,17,0,1.0,1,-1
673,673,673,51,6,350,250,skilled2,3.56681900813539,4.37535878142825,1,270,public,lwage,0,0,0,skilled2,0,1,0,0,0,nonSTEM,270.980177431369,skilled,1,-1,270.980177431369,280,0,7,0,2,5,242,17,0,2.0,2,3
674,674,674,51,7,350,250,hp,0.0,4.37535878142825,1,270,public,hp,0,0,0,hp,0,1,0,1,0,nonSTEM,270.980177431369,skilled,,-1,270.980177431369,280,0,7,0,0,2,242,17,0,5.0,5,1
675,675,675,51,8,350,250,skilled2,3.460413778245993,4.37535878142825,1,270,public,lwage,0,0,0,skilled2,0,2,0,1,0,nonSTEM,270.980177431369,skilled,1,-1,270.980177431369,280,0,7,0,2,5,242,17,0,2.0,2,3
676,676,676,51,9,350,250,skilled2,3.8028329836865966,4.37535878142825,1,270,public,lwage,0,0,0,skilled2,0,2,0,2,0,nonSTEM,270.980177431369,skilled,1,-1,270.980177431369,280,0,7,0,2,5,242,17,0,5.0,5,1
677,677,677,51,10,350,250,skilled2,3.653168191803178,4.37535878142825,1,270,public,lwage,0,0,0,skilled2,0,2,0,3,0,nonSTEM,270.980177431369,skilled,1,-1,270.980177431369,280,0,7,0,2,5,242,17,0,5.0,5,1
678,678,678,51,11,350,250,hp,0.0,4.37535878142825,1,270,public,hp,0,0,0,hp,0,2,0,4,0,nonSTEM,270.980177431369,skilled,,-1,270.980177431369,280,0,7,0,0,2,242,17,0,5.0,5,1
679,679,679,51,12,350,250,skilled2,3.8996370092423454,4.37535878142825,1,270,public,lwage,0,0,0,skilled2,0,3,0,4,0,nonSTEM,270.980177431369,skilled,1,-1,270.980177431369,280,0,7,0,2,5,242,17,0,2.0,2,3
680,680,680,51,13,350,250,skilled2,3.3594687865907527,4.37535878142825,1,270,public,lwage,0,0,0,skilled2,0,3,0,5,0,nonSTEM,270.980177431369,skilled,1,-1,270.980177431369,280,0,7,0,2,5,242,17,0,5.0,5,1
681,681,681,51,14,350,250,skilled2,4.27945988241671,4.37535878142825,1,270,public,lwage,0,0,0,skilled2,0,3,0,6,0,nonSTEM,270.980177431369,skilled,1,-1,270.980177431369,280,0,7,0,2,5,242,17,0,5.0,5,1
682,682,682,51,15,350,250,skilled2,4.388608533451497,4.37535878142825,1,270,public,lwage,0,0,0,skilled2,0,3,0,7,0,nonSTEM,270.980177431369,skilled,1,-1,270.980177431369,280,0,7,0,2,5,242,17,0,5.0,5,1
683,683,683,52,1,750,750,nonSTEM,268.219776761067,-0.17102755949484302,0,390,priv_rel,grade,0,0,0,nonSTEM,0,0,0,0,0,nonSTEM,342.0549441902667,t1,,-1,268.219776761067,340,2,6,0,1,1,60,-1,0,,-1,-1
684,684,684,52,2,750,750,nonSTEM,400.0,-0.17102755949484302,0,390,priv_rel,grade,0,0,0,nonSTEM,0,0,0,0,0,nonSTEM,342.0549441902667,t1nonSTEM,,-1,334.1098883805335,340,2,1,0,1,1,60,-1,0,1.0,1,-1
685,685,685,52,3,750,750,nonSTEM,305.0,-0.17102755949484302,0,390,priv_rel,grade,0,0,0,nonSTEM,0,0,0,0,0,nonSTEM,342.0549441902667,STEMReqNotMet,,-1,324.406592253689,340,2,3,0,1,1,60,-1,0,1.0,1,-1
686,686,686,52,4,750,750,nonSTEM,395.0,-0.17102755949484302,0,390,priv_rel,grade,0,0,0,nonSTEM,0,0,0,0,0,nonSTEM,342.0549441902667,t3nonSTEM,,-1,342.0549441902667,340,2,5,0,1,1,60,-1,0,1.0,1,-1
687,687,687,52,5,750,750,skilled3,2.9927704073005703,-0.17102755949484302,0,390,priv_rel,lwage,0,0,0,skilled3,0,0,0,0,0,nonSTEM,342.0549441902667,skilled,2,-1,342.0549441902667,340,2,7,0,2,6,60,24,0,1.0,1,-1
688,688,688,52,6,750,750,skilled3,3.9714106053069558,-0.17102755949484302,0,390,priv_rel,lwage,0,0,0,skilled3,0,0,0,0,1,nonSTEM,342.0549441902667,skilled,2,-1,342.0549441902667,340,2,7,0,2,6,60,24,0,6.0,6,2
689,689,689,52,7,750,750,skilled3,3.7089460702684325,-0.17102755949484302,0,390,priv_rel,lwage,0,0,0,skilled3,0,0,0,0,2,nonSTEM,342.0549441902667,skilled,2,-1,342.0549441902667,340,2,7,0,2,6,60,24,0,6.0,6,2
690,690,690,52,8,750,750,skilled3,2.844247981517355,-0.17102755949484302,0,390,priv_rel,lwage,0,0,0,skilled3,0,0,0,0,3,nonSTEM,342.0549441902667,skilled,2,-1,342.0549441902667,340,2,7,0,2,6,60,24,0,6.0,6,2
691,691,691,52,9,750,750,skilled3,3.3756132032085744,-0.17102755949484302,0,390,priv_rel,lwage,0,0,0,skilled3,0,0,0,0,4,nonSTEM,342.0549441902667,skilled,2,-1,342.0549441902667,340,2,7,0,2,6,60,24,0,6.0,6,2
692,692,692,52,10,750,750,skilled3,2.873158536709338,-0.17102755949484302,0,390,priv_rel,lwage,0,0,0,skilled3,0,0,0,0,5,nonSTEM,342.0549441902667,skilled,2,-1,342.0549441902667,340,2,7,0,2,6,60,24,0,6.0,6,2
693,693,693,52,11,750,750,skilled3,3.3781685405525934,-0.17102755949484302,0,390,priv_rel,lwage,0,0,0,skilled3,0,0,0,0,6,nonSTEM,342.0549441902667,skilled,2,-1,342.0549441902667,340,2,7,0,2,6,60,24,0,6.0,6,2
694,694,694,52,12,750,750,skilled3,4.131475702623365,-0.17102755949484302,0,390,priv_rel,lwage,0,0,0,skilled3,0,0,0,0,7,nonSTEM,342.0549441902667,skilled,2,-1,342.0549441902667,340,2,7,0,2,6,60,24,0,6.0,6,2
695,695,695,52,13,750,750,skilled3,3.5067945378382017,-0.17102755949484302,0,390,priv_rel,lwage,0,0,0,skilled3,0,0,0,0,8,nonSTEM,342.0549441902667,skilled,2,-1,342.0549441902667,340,2,7,0,2,6,60,24,0,6.0,6,2
696,696,696,52,14,750,750,skilled3,4.326142409752508,-0.17102755949484302,0,390,priv_rel,lwage,0,0,0,skilled3,0,0,0,0,9,nonSTEM,342.0549441902667,skilled,2,-1,342.0549441902667,340,2,7,0,2,6,60,24,0,6.0,6,2
697,697,697,52,15,750,750,skilled3,3.51910100211568,-0.17102755949484302,0,390,priv_rel,lwage,0,0,0,skilled3,0,0,0,0,10,nonSTEM,342.0549441902667,skilled,2,-1,342.0549441902667,340,2,7,0,2,6,60,24,0,6.0,6,2
698,698,698,53,1,670,640,STEM,367.644386495095,7.175545710381349,1,360,priv_nonrel,grade,0,0,0,STEM,0,0,0,0,0,STEM,354.41109662377374,t1,,-1,367.644386495095,360,1,6,1,1,0,11,-1,0,,-1,-1
699,699,699,53,2,670,640,STEM,365.0,7.175545710381349,1,360,priv_nonrel,grade,0,0,0,STEM,0,0,0,0,0,STEM,354.41109662377374,t1STEM,,-1,366.3221932475475,360,1,0,1,1,0,11,-1,0,0.0,0,-1
700,700,700,53,3,670,640,STEM,350.0,7.175545710381349,1,360,priv_nonrel,grade,0,0,0,STEM,0,0,0,0,0,STEM,354.41109662377374,STEMReqMet,,-1,360.8814621650317,360,1,2,1,1,0,11,-1,0,0.0,0,-1
701,701,701,53,4,670,640,STEM,335.0,7.175545710381349,1,360,priv_nonrel,grade,0,0,0,STEM,0,0,0,0,0,STEM,354.41109662377374,t3STEM,,-1,354.41109662377374,360,1,4,1,1,0,11,-1,0,0.0,0,-1
702,702,702,53,5,670,640,skilled1,3.4334318337074277,7.175545710381349,1,360,priv_nonrel,lwage,0,0,0,skilled1,0,0,0,0,0,STEM,354.41109662377374,skilled,0,-1,354.41109662377374,360,1,7,1,2,4,11,0,0,0.0,0,-1
703,703,703,53,6,670,640,skilled1,3.660950016866807,7.175545710381349,1,360,priv_nonrel,lwage,0,0,0,skilled1,0,0,1,0,0,STEM,354.41109662377374,skilled,0,-1,354.41109662377374,360,1,7,1,2,4,11,0,0,4.0,4,0
704,704,704,53,7,670,640,skilled2,3.202878334517656,7.175545710381349,1,360,priv_nonrel,lwage,0,0,0,skilled2,0,0,2,0,0,STEM,354.41109662377374,skilled,1,-1,354.41109662377374,360,1,7,1,2,5,11,0,0,4.0,4,0
705,705,705,53,8,670,640,skilled2,3.1385518865686883,7.175545710381349,1,360,priv_nonrel,lwage,0,0,0,skilled2,0,0,2,1,0,STEM,354.41109662377374,skilled,1,-1,354.41109662377374,360,1,7,1,2,5,11,0,0,5.0,5,1
706,706,706,53,9,670,640,skilled2,3.3276709463931264,7.175545710381349,1,360,priv_nonrel,lwage,0,0,0,skilled2,0,0,2,2,0,STEM,354.41109662377374,skilled,1,-1,354.41109662377374,360,1,7,1,2,5,11,0,0,5.0,5,1
707,707,707,53,10,670,640,skilled1,4.770000173518374,7.175545710381349,1,360,priv_nonrel,lwage,0,0,0,skilled1,0,0,2,3,0,STEM,354.41109662377374,skilled,0,-1,354.41109662377374,360,1,7,1,2,4,11,0,0,5.0,5,1
708,708,708,53,11,670,640,skilled2,4.22762377553012,7.175545710381349,1,360,priv_nonrel,lwage,0,0,0,skilled2,0,0,3,3,0,STEM,354.41109662377374,skilled,1,-1,354.41109662377374,360,1,7,1,2,5,11,0,0,4.0,4,0
709,709,709,53,12,670,640,skilled1,4.769966049738469,7.175545710381349,1,360,priv_nonrel,lwage,0,0,0,skilled1,0,0,3,4,0,STEM,354.41109662377374,skilled,0,-1,354.41109662377374,360,1,7,1,2,4,11,0,0,5.0,5,1
710,710,710,53,13,670,640,skilled1,4.549409760787461,7.175545710381349,1,360,priv_nonrel,lwage,0,0,0,skilled1,0,0,4,4,0,STEM,354.41109662377374,skilled,0,-1,354.41109662377374,360,1,7,1,2,4,11,0,0,4.0,4,0
711,711,711,53,14,670,640,skilled1,4.869801775525984,7.175545710381349,1,360,priv_nonrel,lwage,0,0,0,skilled1,0,0,5,4,0,STEM,354.41109662377374,skilled,0,-1,354.41109662377374,360,1,7,1,2,4,11,0,0,4.0,4,0
712,712,712,53,15,670,640,skilled1,5.114581291920299,7.175545710381349,1,360,priv_nonrel,lwage,0,0,0,skilled1,0,0,6,4,0,STEM,354.41109662377374,skilled,0,-1,354.41109662377374,360,1,7,1,2,4,11,0,0,4.0,4,0
713,713,713,54,1,580,570,nonSTEM,332.037504155159,4.84335208558823,0,240,forprofit,grade,0,0,0,nonSTEM,0,0,0,0,0,nonSTEM,291.75937603878975,t1,,-1,332.037504155159,300,3,6,0,1,1,129,-1,0,,-1,-1
714,714,714,54,2,580,570,nonSTEM,280.0,4.84335208558823,0,240,forprofit,grade,0,0,0,nonSTEM,0,0,0,0,0,nonSTEM,291.75937603878975,t1nonSTEM,,-1,306.0187520775795,300,3,1,0,1,1,129,-1,0,1.0,1,-1
715,715,715,54,3,580,570,nonSTEM,250.0,4.84335208558823,0,240,forprofit,grade,0,0,0,nonSTEM,0,0,0,0,0,nonSTEM,291.75937603878975,STEMReqNotMet,,-1,287.34583471838636,300,3,3,0,1,1,129,-1,0,1.0,1,-1
716,716,716,54,4,580,570,nonSTEM,305.0,4.84335208558823,0,240,forprofit,grade,0,0,0,nonSTEM,0,0,0,0,0,nonSTEM,291.75937603878975,t3nonSTEM,,-1,291.75937603878975,300,3,5,0,1,1,129,-1,0,1.0,1,-1
717,717,717,54,5,580,570,skilled1,3.153517293872527,4.84335208558823,0,240,forprofit,lwage,0,0,0,skilled1,0,0,0,0,0,nonSTEM,291.75937603878975,skilled,0,-1,291.75937603878975,300,3,7,0,2,4,129,2,0,1.0,1,-1
718,718,718,54,6,580,570,skilled1,3.9258287900551876,4.84335208558823,0,240,forprofit,lwage,0,0,0,skilled1,0,0,1,0,0,nonSTEM,291.75937603878975,skilled,0,-1,291.75937603878975,300,3,7,0,2,4,129,2,0,4.0,4,0
719,719,719,54,7,580,570,skilled1,3.2123798431890886,4.84335208558823,0,240,forprofit,lwage,0,0,0,skilled1,0,0,2,0,0,nonSTEM,291.75937603878975,skilled,0,-1,291.75937603878975,300,3,7,0,2,4,129,2,0,4.0,4,0
720,720,720,54,8,580,570,skilled1,2.924547591672416,4.84335208558823,0,240,forprofit,lwage,0,0,0,skilled1,0,0,3,0,0,nonSTEM,291.75937603878975,skilled,0,-1,291.75937603878975,300,3,7,0,2,4,129,2,0,4.0,4,0
721,721,721,54,9,580,570,skilled1,3.3366208728880777,4.84335208558823,0,240,forprofit,lwage,0,0,0,skilled1,0,0,4,0,0,nonSTEM,291.75937603878975,skilled,0,-1,291.75937603878975,300,3,7,0,2,4,129,2,0,4.0,4,0
722,722,722,54,10,580,570,skilled1,3.261845056181154,4.84335208558823,0,240,forprofit,lwage,0,0,0,skilled1,0,0,5,0,0,nonSTEM,291.75937603878975,skilled,0,-1,291.75937603878975,300,3,7,0,2,4,129,2,0,4.0,4,0
723,723,723,54,11,580,570,skilled1,4.110025070177768,4.84335208558823,0,240,forprofit,lwage,0,0,0,skilled1,0,0,6,0,0,nonSTEM,291.75937603878975,skilled,0,-1,291.75937603878975,300,3,7,0,2,4,129,2,0,4.0,4,0
724,724,724,54,12,580,570,skilled3,2.879662494335891,4.84335208558823,0,240,forprofit,lwage,0,0,0,skilled3,0,0,7,0,0,nonSTEM,291.75937603878975,skilled,2,-1,291.75937603878975,300,3,7,0,2,6,129,2,0,4.0,4,0
725,725,725,54,13,580,570,skilled3,3.1678946092384592,4.84335208558823,0,240,forprofit,lwage,0,0,0,skilled3,0,0,7,0,1,nonSTEM,291.75937603878975,skilled,2,-1,291.75937603878975,300,3,7,0,2,6,129,2,0,6.0,6,2
726,726,726,54,14,580,570,skilled3,3.4430761802130663,4.84335208558823,0,240,forprofit,lwage,0,0,0,skilled3,0,0,7,0,2,nonSTEM,291.75937603878975,skilled,2,-1,291.75937603878975,300,3,7,0,2,6,129,2,0,6.0,6,2
727,727,727,54,15,580,570,skilled3,3.3798803359970484,4.84335208558823,0,240,forprofit,lwage,0,0,0,skilled3,0,0,7,0,3,nonSTEM,291.75937603878975,skilled,2,-1,291.75937603878975,300,3,7,0,2,6,129,2,0,6.0,6,2
728,728,728,55,1,550,650,nonSTEM,240.778196764015,-1.29417283257732,0,360,priv_nonrel,grade,0,0,0,nonSTEM,0,0,0,0,0,nonSTEM,298.9445491910037,t1,,-1,240.778196764015,300,1,6,0,1,1,126,-1,0,,-1,-1
729,729,729,55,2,550,650,nonSTEM,295.0,-1.29417283257732,0,360,priv_nonrel,grade,0,0,0,nonSTEM,0,0,0,0,0,nonSTEM,298.9445491910037,t1nonSTEM,,-1,267.8890983820075,300,1,1,0,1,1,126,-1,0,1.0,1,-1
730,730,730,55,3,550,650,nonSTEM,295.0,-1.29417283257732,0,360,priv_nonrel,grade,0,0,0,nonSTEM,0,0,0,0,0,nonSTEM,298.9445491910037,STEMReqNotMet,,-1,276.926065588005,300,1,3,0,1,1,126,-1,0,1.0,1,-1
731,731,731,55,4,550,650,nonSTEM,365.0,-1.29417283257732,0,360,priv_nonrel,grade,0,0,0,nonSTEM,0,0,0,0,0,nonSTEM,298.9445491910037,t3nonSTEM,,-1,298.9445491910037,300,1,5,0,1,1,126,-1,0,1.0,1,-1
732,732,732,55,5,550,650,skilled2,3.605949709534777,-1.29417283257732,0,360,priv_nonrel,lwage,0,0,0,skilled2,0,0,0,0,0,nonSTEM,298.9445491910037,skilled,1,-1,298.9445491910037,300,1,7,0,2,5,126,2,0,1.0,1,-1
733,733,733,55,6,550,650,skilled2,4.141974187644824,-1.29417283257732,0,360,priv_nonrel,lwage,0,0,0,skilled2,0,0,0,1,0,nonSTEM,298.9445491910037,skilled,1,-1,298.9445491910037,300,1,7,0,2,5,126,2,0,5.0,5,1
734,734,734,55,7,550,650,skilled2,3.332313950554155,-1.29417283257732,0,360,priv_nonrel,lwage,0,0,0,skilled2,0,0,0,2,0,nonSTEM,298.9445491910037,skilled,1,-1,298.9445491910037,300,1,7,0,2,5,126,2,0,5.0,5,1
735,735,735,55,8,550,650,skilled2,3.762291206702621,-1.29417283257732,0,360,priv_nonrel,lwage,0,0,0,skilled2,0,0,0,3,0,nonSTEM,298.9445491910037,skilled,1,-1,298.9445491910037,300,1,7,0,2,5,126,2,0,5.0,5,1
736,736,736,55,9,550,650,skilled2,3.391062860580455,-1.29417283257732,0,360,priv_nonrel,lwage,0,0,0,skilled2,0,0,0,4,0,nonSTEM,298.9445491910037,skilled,1,-1,298.9445491910037,300,1,7,0,2,5,126,2,0,5.0,5,1
737,737,737,55,10,550,650,skilled3,1.8844235662162891,-1.29417283257732,0,360,priv_nonrel,lwage,0,0,0,skilled3,0,0,0,5,0,nonSTEM,298.9445491910037,skilled,2,-1,298.9445491910037,300,1,7,0,2,6,126,2,0,5.0,5,1
738,738,738,55,11,550,650,skilled2,4.269175595893726,-1.29417283257732,0,360,priv_nonrel,lwage,0,0,0,skilled2,0,0,0,5,1,nonSTEM,298.9445491910037,skilled,1,-1,298.9445491910037,300,1,7,0,2,5,126,2,0,6.0,6,2
739,739,739,55,12,550,650,skilled2,3.737794593437284,-1.29417283257732,0,360,priv_nonrel,lwage,0,0,0,skilled2,0,0,0,6,1,nonSTEM,298.9445491910037,skilled,1,-1,298.9445491910037,300,1,7,0,2,5,126,2,0,5.0,5,1
740,740,740,55,13,550,650,skilled2,4.0250612751114785,-1.29417283257732,0,360,priv_nonrel,lwage,0,0,0,skilled2,0,0,0,7,1,nonSTEM,298.9445491910037,skilled,1,-1,298.9445491910037,300,1,7,0,2,5,126,2,0,5.0,5,1
741,741,741,55,14,550,650,skilled2,4.509438476893108,-1.29417283257732,0,360,priv_nonrel,lwage,0,0,0,skilled2,0,0,0,8,1,nonSTEM,298.9445491910037,skilled,1,-1,298.9445491910037,300,1,7,0,2,5,126,2,0,5.0,5,1
742,742,742,55,15,550,650,skilled2,4.594324621096358,-1.29417283257732,0,360,priv_nonrel,lwage,0,0,0,skilled2,0,0,0,9,1,nonSTEM,298.9445491910037,skilled,1,-1,298.9445491910037,300,1,7,0,2,5,126,2,0,5.0,5,1
743,743,743,56,1,750,650,STEM,284.549823060857,4.480316813782269,0,350,forprofit,grade,0,0,0,STEM,0,0,0,0,0,STEM,322.38745576521427,t1,,-1,284.549823060857,320,3,6,1,1,0,15,-1,0,,-1,-1
744,744,744,56,2,750,650,STEM,325.0,4.480316813782269,0,350,forprofit,grade,0,0,0,STEM,0,0,0,0,0,STEM,322.38745576521427,t1STEM,,-1,304.77491153042854,320,3,0,1,1,0,15,-1,0,0.0,0,-1
745,745,745,56,3,750,650,STEM,310.0,4.480316813782269,0,350,forprofit,grade,0,0,0,STEM,0,0,0,0,0,STEM,322.38745576521427,STEMReqMet,,-1,306.51660768695234,320,3,2,1,1,0,15,-1,0,0.0,0,-1
746,746,746,56,4,750,650,STEM,370.0,4.480316813782269,0,350,forprofit,grade,0,0,0,STEM,0,0,0,0,0,STEM,322.38745576521427,t3STEM,,-1,322.38745576521427,320,3,4,1,1,0,15,-1,0,0.0,0,-1
747,747,747,56,5,750,650,hp,0.0,4.480316813782269,0,350,forprofit,hp,0,0,0,hp,0,0,0,0,0,STEM,322.38745576521427,skilled,,-1,322.38745576521427,320,3,7,1,0,2,15,15,0,0.0,0,-1
748,748,748,56,6,750,650,skilled1,3.3929024847545666,4.480316813782269,0,350,forprofit,lwage,0,0,0,skilled1,0,1,0,0,0,STEM,322.38745576521427,skilled,0,-1,322.38745576521427,320,3,7,1,2,4,15,15,0,2.0,2,3
749,749,749,56,7,750,650,skilled1,3.6315059032825876,4.480316813782269,0,350,forprofit,lwage,0,0,0,skilled1,0,1,1,0,0,STEM,322.38745576521427,skilled,0,-1,322.38745576521427,320,3,7,1,2,4,15,15,0,4.0,4,0
750,750,750,56,8,750,650,skilled1,2.757505380650456,4.480316813782269,0,350,forprofit,lwage,0,0,0,skilled1,0,1,2,0,0,STEM,322.38745576521427,skilled,0,-1,322.38745576521427,320,3,7,1,2,4,15,15,0,4.0,4,0
751,751,751,56,9,750,650,skilled1,3.7310826368513887,4.480316813782269,0,350,forprofit,lwage,0,0,0,skilled1,0,1,3,0,0,STEM,322.38745576521427,skilled,0,-1,322.38745576521427,320,3,7,1,2,4,15,15,0,4.0,4,0
752,752,752,56,10,750,650,skilled1,4.3247293805317435,4.480316813782269,0,350,forprofit,lwage,0,0,0,skilled1,0,1,4,0,0,STEM,322.38745576521427,skilled,0,-1,322.38745576521427,320,3,7,1,2,4,15,15,0,4.0,4,0
753,753,753,56,11,750,650,skilled1,3.5128029387874764,4.480316813782269,0,350,forprofit,lwage,0,0,0,skilled1,0,1,5,0,0,STEM,322.38745576521427,skilled,0,-1,322.38745576521427,320,3,7,1,2,4,15,15,0,4.0,4,0
754,754,754,56,12,750,650,skilled1,4.494677062013582,4.480316813782269,0,350,forprofit,lwage,0,0,0,skilled1,0,1,6,0,0,STEM,322.38745576521427,skilled,0,-1,322.38745576521427,320,3,7,1,2,4,15,15,0,4.0,4,0
755,755,755,56,13,750,650,skilled1,3.157844208748205,4.480316813782269,0,350,forprofit,lwage,0,0,0,skilled1,0,1,7,0,0,STEM,322.38745576521427,skilled,0,-1,322.38745576521427,320,3,7,1,2,4,15,15,0,4.0,4,0
756,756,756,56,14,750,650,skilled1,3.8823805292698523,4.480316813782269,0,350,forprofit,lwage,0,0,0,skilled1,0,1,8,0,0,STEM,322.38745576521427,skilled,0,-1,322.38745576521427,320,3,7,1,2,4,15,15,0,4.0,4,0
757,757,757,56,15,750,650,skilled1,4.559566988432659,4.480316813782269,0,350,forprofit,lwage,0,0,0,skilled1,0,1,9,0,0,STEM,322.38745576521427,skilled,0,-1,322.38745576521427,320,3,7,1,2,4,15,15,0,4.0,4,0
758,758,758,57,1,650,550,STEM,326.175073160806,0.28139494019399,0,270,forprofit,grade,0,0,0,STEM,0,0,0,0,0,nonSTEM,286.5437682902015,t1,,-1,326.175073160806,280,3,6,0,1,0,118,-1,0,,-1,-1
759,759,759,57,2,650,550,nonSTEM,300.0,0.28139494019399,0,270,forprofit,grade,0,0,0,nonSTEM,0,0,0,0,0,nonSTEM,286.5437682902015,t1STEM,,-1,313.087536580403,280,3,0,0,1,1,118,-1,0,0.0,0,-1
